citing,cited
2021.jeptalnrecital-taln.8,D15-1044
2021.jeptalnrecital-taln.8,N16-1005
2021.jeptalnrecital-taln.8,N19-1401
2021.blackboxnlp-1.24,W19-3821
2021.blackboxnlp-1.24,2020.findings-emnlp.180
2021.blackboxnlp-1.24,D19-1530
2021.blackboxnlp-1.24,D19-1275
2021.blackboxnlp-1.24,D19-3019
2021.blackboxnlp-1.24,P18-1007
2021.blackboxnlp-1.24,2021.acl-short.15
2021.blackboxnlp-1.24,P19-1164
2021.blackboxnlp-1.24,N18-2003
2021.blackboxnlp-1.24,P19-1161
2020.wmt-1.63,N19-1191
2020.wmt-1.63,N18-1118
2020.wmt-1.63,P19-1175
2020.wmt-1.63,N19-1423
2020.wmt-1.63,P19-1294
2020.wmt-1.63,W17-4713
2020.wmt-1.63,N18-1049
2020.wmt-1.63,D14-1162
2020.wmt-1.63,N18-1202
2020.wmt-1.63,D19-3018
2020.wmt-1.63,W17-2619
2020.wmt-1.63,N16-1005
2020.wmt-1.63,P16-1009
2020.wmt-1.63,P16-1162
2020.wmt-1.63,W17-4811
2020.wmt-1.63,2020.acl-main.144
2020.findings-emnlp.147,W18-6318
2020.findings-emnlp.147,W16-2206
2020.findings-emnlp.147,W17-4711
2020.findings-emnlp.147,P18-1073
2020.findings-emnlp.147,D17-1011
2020.wmt-1.72,W17-4713
2020.wmt-1.72,E14-1035
2020.wmt-1.72,W17-3204
2020.wmt-1.72,P18-2050
2020.wmt-1.72,D18-1103
2020.wmt-1.72,W18-5431
2020.wmt-1.72,2020.ngt-1.5
2020.wmt-1.72,N18-2080
2020.wmt-1.72,D18-1104
2020.jeptalnrecital-taln.33,W14-1215
2020.jeptalnrecital-taln.33,W18-7002
2020.jeptalnrecital-taln.33,W16-2323
2020.wmt-1.86,W18-6315
2020.wmt-1.86,W19-5418
2020.wmt-1.86,N19-1423
2020.wmt-1.86,P19-1294
2020.wmt-1.86,W19-5419
2020.wmt-1.86,W17-4719
2020.wmt-1.86,W18-6447
2020.wmt-1.86,N19-4009
2020.wmt-1.86,W19-5420
2020.wmt-1.86,W18-6319
2020.wmt-1.86,W19-5421
2020.wmt-1.86,P16-1162
2020.wmt-1.86,W19-5422
2020.wmt-1.86,N19-1044
2020.wmt-1.86,W19-5344
2022.acl-long.137,2020.emnlp-demos.6
2022.acl-long.303,D17-1057
2022.acl-long.303,W19-1909
2022.acl-long.303,D19-1371
2022.acl-long.303,2020.emnlp-main.607
2022.acl-long.303,2020.findings-emnlp.261
2022.acl-long.303,D19-5106
2022.acl-long.303,N19-1423
2022.acl-long.303,D19-5102
2022.acl-long.303,2020.acl-main.89
2022.acl-long.303,W18-3101
2022.acl-long.303,N16-1030
2022.acl-long.303,2021.econlp-1.2
2022.acl-long.303,2020.spnlp-1.7
2022.acl-long.303,W18-3102
2022.acl-long.303,2021.naacl-main.53
2022.acl-long.303,D19-5104
2022.acl-long.303,2020.findings-emnlp.439
W19-8909,N15-1184
W19-8909,N15-1184
2020.inlg-1.37,P19-1080
2020.inlg-1.37,P17-1017
2020.inlg-1.37,W19-8672
2020.inlg-1.37,W19-8669
W19-4332,W15-3222
W19-4332,W15-3212
W19-4332,N18-1173
W19-4332,W17-4404
W19-4332,W16-2615
W19-4332,N18-1055
W19-4332,N18-1054
W19-4332,N15-1137
W19-4332,D14-1105
W19-4332,S18-1006
W19-4332,N16-1157
2020.conll-1.3,S16-2007
2020.conll-1.3,K18-2005
2020.conll-1.3,P19-1009
2022.jeptalnrecital-taln.43,P17-1147
2022.jeptalnrecital-taln.43,2021.naacl-main.200
2022.jeptalnrecital-taln.43,D19-1599
2021.latechclfl-1.8,N19-1423
2021.latechclfl-1.8,W18-3407
2021.latechclfl-1.8,W19-4312
2020.jeptalnrecital-taln.4,D18-1158
2020.clinicalnlp-1.19,N18-2110
2020.clinicalnlp-1.19,D14-1181
2020.clinicalnlp-1.19,N16-1082
2022.jeptalnrecital-taln.17,D18-2012
2022.jeptalnrecital-taln.17,E14-2006
2022.jeptalnrecital-taln.17,2020.coling-main.471
2022.acl-long.510,W17-0123
2022.acl-long.510,2020.coling-main.313
2022.acl-long.510,W19-4222
2022.acl-long.510,W18-5804
2022.acl-long.510,N18-1005
2022.acl-long.510,P16-1162
2022.acl-long.510,K17-2010
2022.acl-long.510,E14-2006
2022.jeptalnrecital-taln.18,N19-1253
2022.jeptalnrecital-taln.18,E14-3010
D17-1044,N15-1094
2022.jeptalnrecital-humanum.2,D19-3019
2022.jeptalnrecital-humanum.2,D18-2012
2022.jeptalnrecital-humanum.2,P19-1164
2022.jeptalnrecital-humanum.2,2021.blackboxnlp-1.24
2022.findings-acl.108,N19-4010
2022.findings-acl.108,W16-2206
2022.findings-acl.108,W17-4711
2022.findings-acl.108,D17-1011
2022.findings-acl.108,2020.emnlp-main.42
2022.findings-acl.108,2020.acl-main.747
2022.findings-acl.108,N19-1423
2022.findings-acl.108,2020.coling-main.69
2022.findings-acl.108,W19-1425
2022.findings-acl.108,2021.emnlp-main.665
2022.findings-acl.108,2021.acl-demo.8
2022.findings-acl.108,2020.findings-emnlp.147
2022.findings-acl.108,D19-1279
2022.findings-acl.108,E14-4024
2022.findings-acl.108,P15-2034
2022.findings-acl.108,2020.acl-main.135
2022.findings-acl.108,D14-1187
2022.findings-naacl.189,D19-1165
2022.findings-naacl.189,P17-2061
2022.findings-naacl.189,2020.acl-main.747
2022.findings-naacl.189,2021.eacl-main.138
2022.findings-naacl.189,2021.acl-long.25
2022.findings-naacl.189,N19-4007
2022.findings-naacl.189,2021.eacl-main.39
2022.findings-naacl.189,2020.emnlp-demos.7
2022.findings-naacl.189,2020.emnlp-main.361
2022.findings-naacl.189,W18-6319
2022.findings-naacl.189,N18-2084
2022.findings-naacl.189,P19-1297
2022.findings-naacl.189,D19-1089
2022.findings-naacl.189,2020.acl-main.754
2022.findings-naacl.189,2020.emnlp-main.359
2022.iwslt-1.7,W16-2409
2022.iwslt-1.7,2021.iwslt-1.26
2022.iwslt-1.7,2020.iwslt-1.26
2022.iwslt-1.7,2020.coling-main.314
2022.iwslt-1.7,2020.iwslt-1.30
2022.iwslt-1.7,N19-4009
2022.iwslt-1.7,W18-6319
2022.iwslt-1.7,P16-1162
2022.iwslt-1.7,2020.acl-main.661
2022.iwslt-1.7,D19-1330
2021.calcs-1.11,W18-3219
2021.calcs-1.11,2020.acl-main.716
2021.calcs-1.11,W14-3914
2021.calcs-1.11,D18-1347
2021.calcs-1.11,P19-1175
2021.calcs-1.11,W14-3348
2021.calcs-1.11,P19-1294
2021.calcs-1.11,N16-1101
2021.calcs-1.11,D18-1346
2021.calcs-1.11,D19-1427
2021.calcs-1.11,N19-1090
2021.calcs-1.11,E14-1001
2021.calcs-1.11,2020.acl-main.329
2021.calcs-1.11,2020.acl-main.80
2021.calcs-1.11,W16-5805
2021.calcs-1.11,N19-4009
2021.calcs-1.11,W18-6319
2021.calcs-1.11,N18-1119
2021.calcs-1.11,P18-1143
2021.calcs-1.11,W19-4439
2021.calcs-1.11,D19-1679
2021.calcs-1.11,P17-1180
2021.calcs-1.11,W16-5806
2021.calcs-1.11,P16-1162
2021.calcs-1.11,N19-1044
2021.calcs-1.11,S14-2005
2021.calcs-1.11,K19-1026
2021.calcs-1.11,2020.acl-main.144
W19-4501,P16-1101
2021.ecnlp-1.16,P19-1061
2022.ltedi-1.3,2020.findings-emnlp.292
2022.ltedi-1.3,2021.acl-long.416
2021.conll-1.46,N15-1098
W18-6234,W16-2607
2021.jeptalnrecital-taln.20,N19-1423
2021.jeptalnrecital-taln.20,2020.coling-main.401
2021.jeptalnrecital-taln.20,W19-0409
2021.jeptalnrecital-taln.20,2020.coling-main.109
2021.acl-srw.33,2020.emnlp-main.42
2021.acl-srw.33,D19-5622
2021.acl-srw.33,P17-2012
2021.acl-srw.33,D19-1453
2021.acl-srw.33,N19-1357
2021.acl-srw.33,N19-1114
2021.acl-srw.33,N19-1205
2021.acl-srw.33,P16-1162
2021.acl-srw.33,P19-1282
2021.acl-srw.33,P18-1108
2021.acl-srw.33,D19-1098
2021.acl-srw.34,N19-1423
2021.acl-srw.34,2020.acl-main.519
2021.acl-srw.34,2020.emnlp-main.41
2021.acl-srw.34,2020.acl-main.482
2021.acl-srw.34,D15-1156
2021.acl-srw.34,D19-1085
2021.acl-srw.34,2020.acl-main.622
2021.wnut-1.9,W15-4319
2021.wnut-1.9,P14-2111
2021.wnut-1.9,P19-2037
2021.wnut-1.9,N19-1423
2021.wnut-1.9,2021.findings-acl.84
2021.wnut-1.9,D14-1011
2021.wnut-1.9,2020.findings-emnlp.111
2021.wnut-1.9,D19-1510
2021.wnut-1.9,W15-4317
2021.wnut-1.9,D19-5539
2021.wnut-1.9,D15-1211
2021.wnut-1.9,W15-1502
2021.wnut-1.9,D14-1037
2021.wnut-1.9,2020.emnlp-main.418
2021.acl-long.275,W16-2922
2021.acl-long.275,N19-1423
2021.acl-long.275,P19-1585
2021.acl-long.275,N18-1131
2021.acl-long.275,N18-1079
2021.acl-long.275,N16-1030
2021.acl-long.275,P19-1511
2021.acl-long.275,D15-1102
2021.acl-long.275,N19-1308
2021.acl-long.275,P16-1101
2021.acl-long.275,D17-1276
2021.acl-long.275,D14-1162
2021.acl-long.275,2020.acl-demos.38
2021.acl-long.275,D18-1309
2021.acl-long.275,P19-1527
2021.acl-long.275,D18-1019
2021.acl-long.275,D18-1124
2021.acl-long.275,P17-1114
2021.acl-long.275,P18-1030
2021.acl-long.275,D19-1034
S19-2019,N15-1001
2022.findings-acl.35,2020.acl-main.140
2022.findings-acl.35,D17-1209
2022.findings-acl.35,2021.naacl-main.74
2022.findings-acl.35,P18-1008
2022.findings-acl.35,P18-1198
2022.findings-acl.35,W19-5203
2022.findings-acl.35,N19-1423
2022.findings-acl.35,P17-1106
2022.findings-acl.35,P15-1166
2022.findings-acl.35,D18-1002
2022.findings-acl.35,P17-2012
2022.findings-acl.35,D17-1012
2022.findings-acl.35,D19-1275
2022.findings-acl.35,2020.acl-main.35
2022.findings-acl.35,P19-1124
2022.findings-acl.35,N18-1125
2022.findings-acl.35,D15-1166
2022.findings-acl.35,2021.naacl-srw.7
2022.findings-acl.35,W17-4707
2022.findings-acl.35,N19-4009
2022.findings-acl.35,2020.emnlp-main.254
2022.findings-acl.35,2020.acl-main.420
2022.findings-acl.35,2020.acl-demos.14
2022.findings-acl.35,2020.acl-main.647
2022.findings-acl.35,2020.nlp4convai-1.15
2022.findings-acl.35,W16-2209
2022.findings-acl.35,P16-1162
2022.findings-acl.35,2020.emnlp-main.14
2022.spanlp-1.1,2021.naacl-main.272
2022.spanlp-1.1,P17-1152
2022.spanlp-1.1,N19-1423
2022.spanlp-1.1,D18-1514
2022.spanlp-1.1,K17-1034
2022.spanlp-1.1,W18-5511
2022.spanlp-1.1,D19-1410
2022.spanlp-1.1,D17-1188
2022.spanlp-1.1,2021.acl-long.344
2022.spanlp-1.1,N19-1286
2022.spanlp-1.1,2021.eacl-demos.4
2022.spanlp-1.1,P16-1220
2022.findings-acl.39,D18-1338
2022.findings-acl.39,K16-1002
2022.findings-acl.39,2021.emnlp-main.552
2022.findings-acl.39,2021.acl-long.72
2022.findings-acl.39,2021.eacl-main.138
2022.findings-acl.39,D18-1549
2022.findings-acl.39,2020.emnlp-main.72
2022.findings-acl.39,2021.emnlp-main.261
2022.findings-acl.39,2020.findings-emnlp.371
2022.findings-acl.39,2021.acl-long.268
2022.findings-acl.39,W18-6301
2022.findings-acl.39,2021.acl-long.21
2022.findings-acl.39,2021.findings-acl.290
2022.findings-acl.39,P16-1162
2022.findings-acl.39,N18-2074
2022.findings-acl.39,P19-1176
2022.findings-acl.39,2020.acl-main.40
2022.findings-acl.39,P19-1558
2022.findings-acl.39,D19-1083
2021.findings-acl.164,D19-1422
2021.findings-acl.164,N19-1423
2021.findings-acl.164,W16-5901
2021.findings-acl.164,P19-1585
2021.findings-acl.164,D19-1096
2021.findings-acl.164,P19-1027
2021.findings-acl.164,D19-1399
2021.findings-acl.164,N16-1030
2021.findings-acl.164,D18-1149
2021.findings-acl.164,D17-1282
2021.findings-acl.164,2020.acl-main.611
2021.findings-acl.164,2020.acl-main.519
2021.findings-acl.164,P19-1532
2021.findings-acl.164,P19-1233
2021.findings-acl.164,D19-1099
2021.findings-acl.164,P16-1101
2021.findings-acl.164,D19-1326
2021.findings-acl.164,D14-1162
2021.findings-acl.164,N18-1202
2021.findings-acl.164,2020.acl-demos.38
2021.findings-acl.164,D17-1283
2021.findings-acl.164,D18-1279
2021.findings-acl.164,N18-1089
2021.findings-acl.164,2020.acl-main.577
2021.findings-acl.164,D17-1056
2021.findings-acl.164,P18-1030
2021.findings-acl.164,P18-1144
2021.calcs-1.18,W18-1207
2021.calcs-1.18,W18-2409
2021.calcs-1.18,W18-3218
2021.calcs-1.18,W16-2013
2021.calcs-1.18,P16-1162
2021.calcs-1.18,W18-6115
2021.naacl-main.438,W15-4319
2021.naacl-main.438,W15-4313
2021.naacl-main.438,D14-1011
2021.naacl-main.438,D15-1211
2021.naacl-main.438,P19-3032
W19-1910,S17-2090
W19-1910,W17-2315
2021.emnlp-main.847,D16-1120
2021.emnlp-main.847,W19-2515
2021.emnlp-main.847,N19-1210
2021.emnlp-main.847,N19-1423
2021.emnlp-main.847,W17-1202
2021.emnlp-main.847,P19-1044
2021.emnlp-main.847,2020.acl-main.365
2021.emnlp-main.847,W16-5802
2021.emnlp-main.847,D16-1229
2021.emnlp-main.847,P16-1141
2021.emnlp-main.847,W14-2517
2021.emnlp-main.847,P14-2050
2021.emnlp-main.847,W19-4707
2021.emnlp-main.847,S18-2019
2021.emnlp-main.847,P19-1072
2021.emnlp-main.847,D19-1007
2021.emnlp-main.847,E17-1112
2021.emnlp-main.847,W19-4720
W19-3208,W15-4322
W19-3208,W16-2316
2020.nlpcovid19-2.27,D19-5709
2020.nlpcovid19-2.27,D19-5715
2021.naacl-srw.3,P16-1047
2021.naacl-srw.3,D18-2012
2021.naacl-srw.3,P18-2085
2021.naacl-srw.3,P14-1007
2021.naacl-srw.3,2020.acl-main.429
2020.acl-main.138,N19-4010
2020.acl-main.138,D18-1316
2020.acl-main.138,D18-1307
2020.acl-main.138,P19-1425
2020.acl-main.138,P18-1163
2020.acl-main.138,N19-1423
2020.acl-main.138,P18-2006
2020.acl-main.138,W17-2317
2020.acl-main.138,W19-4407
2020.acl-main.138,N16-1030
2020.acl-main.138,D14-1162
2020.acl-main.138,N18-1202
2020.acl-main.138,N19-1326
2020.acl-main.138,D17-1298
2020.acl-main.138,D17-1288
2020.acl-main.138,N18-1089
2021.naacl-industry.27,D14-1181
2021.naacl-industry.27,D17-1018
2021.naacl-industry.27,P16-1101
2021.naacl-industry.27,D14-1162
2021.semeval-1.1,P19-1267
2021.semeval-1.1,P14-5010
2021.findings-acl.27,N19-1078
2021.findings-acl.27,W19-4406
2021.findings-acl.27,W19-4423
2021.findings-acl.27,N19-1423
2021.findings-acl.27,D18-1045
2021.findings-acl.27,W19-4407
2021.findings-acl.27,D19-5546
2021.findings-acl.27,W19-4427
2021.findings-acl.27,P19-1027
2021.findings-acl.27,2020.acl-main.245
2021.findings-acl.27,D19-5506
2021.findings-acl.27,D18-1541
2021.findings-acl.27,S19-1020
2021.findings-acl.27,N19-1333
2021.findings-acl.27,D15-1166
2021.findings-acl.27,2020.acl-main.138
2021.findings-acl.27,W14-1701
2021.findings-acl.27,N18-1202
2021.findings-acl.27,N19-1326
2021.findings-acl.27,W19-4408
2021.findings-acl.27,W17-5032
2021.findings-acl.27,P17-1099
2021.findings-acl.27,P16-1009
2021.findings-acl.27,W18-5446
2021.findings-acl.27,D18-1273
2021.findings-acl.27,N18-1057
2021.findings-acl.27,N16-1042
2021.sigmorphon-1.28,N15-1107
2021.sigmorphon-1.28,N16-1077
2021.jeptalnrecital-taln.10,P16-1158
2021.findings-emnlp.33,2020.acl-main.703
2021.findings-emnlp.33,2020.acl-main.173
2021.findings-emnlp.33,P17-1099
2021.findings-emnlp.33,W18-5446
2021.findings-emnlp.33,2020.emnlp-main.272
2021.findings-emnlp.33,D18-1076
S18-2016,K17-1019
S18-2016,S17-2039
2022.distcurate-1.4,2021.findings-acl.297
2022.distcurate-1.4,N19-1423
2022.distcurate-1.4,2021.acl-long.289
2022.distcurate-1.4,2021.eacl-demos.19
2020.iwpt-1.13,N19-1423
2020.iwpt-1.13,D18-2012
2020.iwpt-1.13,K17-3001
2022.cmcl-1.10,N19-1423
2022.cmcl-1.10,2020.coling-main.401
2022.cmcl-1.10,W19-0409
2022.semeval-1.199,2020.acl-main.747
2022.semeval-1.199,W17-4418
2022.semeval-1.199,N19-1423
2022.semeval-1.199,2020.wnut-1.40
R19-1105,P15-1125
2020.nlpmc-1.4,P18-1008
2020.nlpmc-1.4,N18-2097
2020.nlpmc-1.4,P18-1167
2020.nlpmc-1.4,P19-1087
2020.nlpmc-1.4,D19-1503
2020.nlpmc-1.4,N18-5003
2020.nlpmc-1.4,D19-1453
2020.nlpmc-1.4,K16-1028
2020.nlpmc-1.4,D18-1206
2020.nlpmc-1.4,D18-1228
2020.nlpmc-1.4,P17-1099
2020.nlpmc-1.4,N18-2074
2020.nlpmc-1.4,P19-1176
2022.acl-demo.14,2020.acl-main.424
2022.acl-demo.14,W14-1214
2022.acl-demo.14,W15-1604
2022.acl-demo.14,P19-1331
2022.acl-demo.14,N15-1022
2022.acl-demo.14,2020.acl-main.709
2022.acl-demo.14,W19-5033
2022.acl-demo.14,2020.acl-main.707
2022.acl-demo.14,2021.naacl-main.277
2022.acl-demo.14,W14-1210
2022.acl-demo.14,2021.law-1.14
2022.acl-demo.14,2021.findings-emnlp.414
2022.acl-demo.14,2021.findings-acl.233
2022.acl-demo.14,2021.emnlp-main.630
2022.acl-demo.14,D17-1062
2021.iwcs-1.11,P18-1198
2021.iwcs-1.11,2020.emnlp-main.398
2021.iwcs-1.11,N19-1423
2021.iwcs-1.11,2020.emnlp-main.395
2021.iwcs-1.11,N19-1419
2021.iwcs-1.11,2020.acl-main.158
2021.iwcs-1.11,D19-1445
2021.iwcs-1.11,W19-4825
2021.iwcs-1.11,S19-2194
2021.iwcs-1.11,S19-2194
2021.iwcs-1.11,N18-1202
2021.iwcs-1.11,P19-1452
2021.iwcs-1.11,P19-1580
2021.iwcs-1.11,W19-4819
2020.figlang-1.29,N18-1202
W19-5113,P15-1030
W19-5113,W16-5901
W19-5113,W17-1704
2020.jeptalnrecital-taln.16,W19-1909
2020.jeptalnrecital-taln.16,N19-1423
2020.jeptalnrecital-taln.16,D18-1032
2022.wassa-1.21,N19-1423
2022.wassa-1.21,2021.maiworkshop-1.10
2022.wassa-1.21,P19-1656
2021.latechclfl-1.19,P16-1141
2021.ranlp-1.99,2020.alw-1.9
2021.ranlp-1.99,P19-1163
2021.ranlp-1.99,W16-5618
2021.ranlp-1.99,N16-2013
2021.ranlp-1.99,N19-1060
2021.ranlp-1.99,N18-1095
2021.ranlp-1.99,N19-1144
2021.ranlp-1.182,N19-1253
2021.ranlp-1.182,K15-1012
2021.ranlp-1.182,P15-2139
2021.ranlp-1.182,P19-1311
2021.ranlp-1.182,D19-1279
2021.ranlp-1.182,D18-2012
2021.ranlp-1.182,P19-1301
2020.findings-emnlp.314,N19-1423
2021.ranlp-1.72,N19-1423
2021.ranlp-1.72,D19-1433
2021.ranlp-1.72,W18-5446
2022.semeval-1.1,2020.acl-main.463
2022.semeval-1.1,2020.emnlp-main.20
2022.semeval-1.1,N19-1423
2022.semeval-1.1,D19-1006
2022.semeval-1.1,P18-2043
2022.semeval-1.1,P16-1225
2022.semeval-1.1,2020.acl-main.592
2022.semeval-1.1,P19-1171
2022.semeval-1.1,2020.findings-emnlp.388
2022.semeval-1.1,2020.blackboxnlp-1.15
2022.semeval-1.1,D19-1053
2020.alw-1.9,W19-3504
2020.alw-1.9,D19-6115
2020.alw-1.9,D18-1302
2020.alw-1.9,P19-1163
2020.alw-1.9,N16-2013
2020.alw-1.9,N19-1060
2020.alw-1.9,N18-1095
2020.scil-1.40,D15-1296
2020.scil-1.40,N19-1423
2021.jeptalnrecital-taln.14,N18-1126
2021.jeptalnrecital-taln.14,N19-1153
2021.jeptalnrecital-taln.14,D15-1272
2021.jeptalnrecital-taln.14,K17-3009
2020.scil-1.35,S17-2001
2020.scil-1.35,W19-4828
2020.scil-1.35,D17-1070
2020.scil-1.35,D15-1003
2020.scil-1.35,W14-1618
2020.scil-1.35,W16-2503
2020.scil-1.35,W18-6301
2020.scil-1.35,N18-1202
2020.scil-1.35,P19-1282
2020.scil-1.35,N18-2074
2020.scil-1.35,P19-1580
S19-2031,S18-1002
S19-2031,D17-1169
S19-2031,W15-4322
S19-2031,D14-1181
S19-2031,S18-1001
S19-2031,P14-1146
2020.jeptalnrecital-taln.6,W16-2502
2020.jeptalnrecital-taln.6,N19-1423
2020.jeptalnrecital-taln.6,N16-1162
2020.jeptalnrecital-taln.6,D18-2012
2020.jeptalnrecital-taln.6,W14-1618
2020.jeptalnrecital-taln.6,P16-1162
2021.wat-1.8,D18-2012
2021.wat-1.8,2020.acl-main.703
2021.wat-1.8,N19-4009
2021.wat-1.8,P16-1162
2020.wat-1.3,W14-3302
2020.wat-1.3,N19-1423
2020.wat-1.3,D19-1633
2020.wat-1.3,W18-2716
2020.wat-1.3,D19-5632
2020.wat-1.3,D18-1149
2020.wat-1.3,P18-1166
D19-5217,P16-1009
2022.bionlp-1.19,W19-1909
2022.bionlp-1.19,D19-1371
2022.bionlp-1.19,2020.findings-emnlp.261
2022.bionlp-1.19,2020.acl-main.747
2022.bionlp-1.19,N19-1423
2022.bionlp-1.19,D19-5701
2022.bionlp-1.19,N19-4009
2022.bionlp-1.19,W19-5006
2022.bionlp-1.19,2020.clinicalnlp-1.7
2022.bionlp-1.19,D19-5715
2022.bionlp-1.19,2020.findings-emnlp.129
D19-5603,W14-3302
D19-5603,N19-1423
D19-5603,P16-1009
W19-6201,W16-2502
W19-6201,P16-1187
W19-6201,W14-1618
W19-6201,P15-2075
2022.gebnlp-1.12,2021.acl-long.224
2022.gebnlp-1.12,2020.acl-main.485
2022.gebnlp-1.12,2020.acl-main.418
2022.gebnlp-1.12,W19-3824
2022.gebnlp-1.12,2020.coling-main.350
2022.gebnlp-1.12,2021.findings-acl.313
2022.gebnlp-1.12,2021.acl-long.150
2022.gebnlp-1.12,W19-3802
2022.gebnlp-1.12,P16-2096
2022.gebnlp-1.12,D18-2012
2022.gebnlp-1.12,W17-1601
2022.gebnlp-1.12,W18-6319
2022.gebnlp-1.12,2021.acl-short.15
2022.gebnlp-1.12,W18-5438
2022.gebnlp-1.12,N19-1329
2022.gebnlp-1.12,P16-1162
2022.gebnlp-1.12,2021.naacl-main.189
2022.gebnlp-1.12,2021.acl-srw.20
2022.gebnlp-1.12,P19-1164
2022.gebnlp-1.12,P19-1159
2022.gebnlp-1.12,2020.emnlp-main.746
2022.gebnlp-1.12,D18-1334
2022.gebnlp-1.12,D19-1081
2022.gebnlp-1.12,P19-1116
2022.gebnlp-1.12,2021.acl-long.91
2022.acl-long.127,2021.acl-long.148
2022.acl-long.127,D19-5619
2022.acl-long.127,N19-1006
2022.acl-long.127,2021.acl-long.224
2022.acl-long.127,2020.acl-main.485
2022.acl-long.127,2021.acl-long.81
2022.acl-long.127,2020.acl-main.418
2022.acl-long.127,2021.gebnlp-1.5
2022.acl-long.127,W19-3821
2022.acl-long.127,2020.coling-main.350
2022.acl-long.127,2021.findings-acl.313
2022.acl-long.127,2021.acl-long.150
2022.acl-long.127,W17-1601
2022.acl-long.127,2021.acl-short.103
2022.acl-long.127,2021.findings-emnlp.211
2022.acl-long.127,W19-3807
2022.acl-long.127,2021.acl-short.15
2022.acl-long.127,P16-1162
2022.acl-long.127,P19-1164
2022.acl-long.127,P19-1159
2022.acl-long.127,D18-1334
2022.acl-long.127,N18-2003
2022.acl-long.127,P19-1161
2021.findings-acl.437,2020.acl-main.421
2021.findings-acl.437,2020.acl-main.747
2021.findings-acl.437,N19-1423
2021.findings-acl.437,2020.findings-emnlp.107
2021.findings-acl.437,2020.acl-main.560
2021.findings-acl.437,2020.acl-main.653
2021.findings-acl.437,2020.acl-main.645
2021.findings-acl.437,N19-4009
2021.findings-acl.437,D16-1264
W18-2707,P16-1009
W18-2713,P16-1009
2021.tacl-1.51,2020.acl-main.619
2021.tacl-1.51,W19-3824
2021.tacl-1.51,2020.emnlp-main.23
2021.tacl-1.51,W19-3821
2021.tacl-1.51,P19-1339
2021.tacl-1.51,D19-1107
2021.tacl-1.51,2020.findings-emnlp.180
2021.tacl-1.51,W19-3822
2021.tacl-1.51,W19-3802
2021.tacl-1.51,2020.acl-main.154
2021.tacl-1.51,P16-2096
2021.tacl-1.51,P19-1653
2021.tacl-1.51,K15-1011
2021.tacl-1.51,2020.acl-main.769
2021.tacl-1.51,D19-6503
2021.tacl-1.51,W17-1602
2021.tacl-1.51,W17-1601
2021.tacl-1.51,N19-1062
2021.tacl-1.51,P19-1334
2021.tacl-1.51,D15-1130
2021.tacl-1.51,W19-3807
2021.tacl-1.51,2020.acl-main.690
2021.tacl-1.51,D18-1301
2021.tacl-1.51,D19-1341
2021.tacl-1.51,E17-2060
2021.tacl-1.51,2020.acl-main.468
2021.tacl-1.51,P19-1164
2021.tacl-1.51,P19-1159
2021.tacl-1.51,W17-1606
2021.tacl-1.51,W16-5618
2021.tacl-1.51,W19-3801
2021.tacl-1.51,2020.acl-main.260
2021.tacl-1.51,D17-1323
2021.tacl-1.51,N18-2003
2021.tacl-1.51,D18-1521
2021.tacl-1.51,D19-1531
2021.tacl-1.51,P19-1161
2021.emnlp-main.128,N19-1006
2021.emnlp-main.128,P18-4021
2021.emnlp-main.128,W17-4716
2021.emnlp-main.128,P19-1294
2021.emnlp-main.128,2020.iwslt-1.8
2021.emnlp-main.128,N18-2081
2021.emnlp-main.128,P17-1141
2021.emnlp-main.128,W17-3204
2021.emnlp-main.128,2020.iwslt-1.9
2021.emnlp-main.128,P16-1162
2021.emnlp-main.128,2020.acl-main.661
2021.emnlp-main.128,2020.coling-main.397
2020.bionlp-1.10,N19-1408
2020.bionlp-1.10,N19-1423
2020.bionlp-1.10,D14-1181
2020.bionlp-1.10,W18-2502
2020.bionlp-1.10,P18-1199
2021.emnlp-main.538,P18-1073
2021.emnlp-main.538,2020.acl-main.747
2021.emnlp-main.538,D18-1269
2021.emnlp-main.538,N19-1423
2021.emnlp-main.538,D19-1658
2021.emnlp-main.538,2020.acl-main.618
2021.emnlp-main.538,P17-1178
2020.jeptalnrecital-taln.27,P16-1072
2020.jeptalnrecital-taln.27,P14-5010
2020.jeptalnrecital-taln.27,P16-1123
2020.jeptalnrecital-taln.27,D15-1206
2020.jeptalnrecital-taln.27,D18-1244
2020.bionlp-1.18,W19-1909
2020.bionlp-1.18,D15-1038
2020.bionlp-1.18,W19-5032
2021.naacl-main.445,P19-1465
2022.jeptalnrecital-taln.3,P18-1152
2022.jeptalnrecital-taln.3,2020.emnlp-demos.6
2022.findings-naacl.153,N19-1423
2022.findings-naacl.153,D19-1658
2022.findings-naacl.153,2020.emnlp-main.671
2022.findings-naacl.153,P17-1178
2022.findings-naacl.153,2021.emnlp-main.538
2022.findings-naacl.153,2021.naacl-main.41
2022.findings-naacl.153,N19-1316
2020.bionlp-1.19,W19-1909
2021.ranlp-1.101,P19-1279
2021.ranlp-1.101,P16-1072
2021.ranlp-1.101,N19-1423
2021.ranlp-1.101,P16-1200
2021.ranlp-1.101,P16-1123
2021.ranlp-1.101,D15-1206
2021.ranlp-1.101,2020.emnlp-main.523
2021.ranlp-1.101,D18-1244
2020.bionlp-1.13,D14-1179
2020.bionlp-1.13,N19-1371
